outcome,likelihood,interactions,coach_id,coach_name,effect,posterior_sd,seasons,rank_high,rank_low
rating_overall,gaussian,False,217,Brady Hoke,-0.08203719243495136,0.21941306884724682,3,204,19
rating_overall,gaussian,False,218,Dana Holgorsen,-0.02683602084033348,0.20582973587291475,3,148,75
rating_overall,gaussian,False,222,Skip Holtz,-0.06622725064427107,0.22929637016333604,1,189,34
rating_overall,gaussian,False,237,Butch Jones,-0.13087548291897702,0.23425380311696642,5,217,6
rating_overall,gaussian,False,246,Brian Kelly,0.06356827400610685,0.21441580488565826,5,33,190
rating_overall,gaussian,False,250,Lane Kiffin,0.10277045446319674,0.22943892733534732,5,20,203
rating_overall,gaussian,False,251,Jerry Kill,0.029861063199241575,0.2055820327047689,2,66,157
rating_overall,gaussian,False,264,Mike Leach,0.09303328085223994,0.24267036112911183,2,22,201
rating_overall,gaussian,False,267,Lance Leipold,0.05008233737253807,0.20727541130507487,5,44,179
rating_overall,gaussian,False,268,Tim Lester,-0.01019613951447508,0.21402768315261275,2,118,105
rating_overall,gaussian,False,272,Seth Littrell,-0.03128661873332837,0.20894668156336108,2,154,69
rating_overall,gaussian,False,280,Mike MacIntyre,-0.0448434688832451,0.2178330332298695,3,166,57
rating_overall,gaussian,False,286,Gus Malzahn,0.05414866771404583,0.20442528104022398,4,39,184
rating_overall,gaussian,False,290,Chuck Martin,-0.0005895149490513088,0.1948292990981809,5,106,117
rating_overall,gaussian,False,292,Derek Mason,-0.06481049160518149,0.22585902693248497,2,188,35
rating_overall,gaussian,False,299,Jim McElwain,-0.024069763865634506,0.2030701513980783,4,141,82
rating_overall,gaussian,False,309,Bronco Mendenhall,-0.04144724476287179,0.2077036456473029,3,165,58
rating_overall,gaussian,False,323,Jeff Monken,0.10559167847939456,0.22870222727723263,5,19,204
rating_overall,gaussian,False,324,Philip Montgomery,-0.050559634113018885,0.20901289383759283,3,172,51
rating_overall,gaussian,False,327,Jim Mora,0.0487962809986933,0.21528038702912192,4,45,178
rating_overall,gaussian,False,334,Dan Mullen,0.0037956627577874773,0.20775424529705708,2,99,124
rating_overall,gaussian,False,343,Pat Narduzzi,0.05579037587395514,0.20322728342638072,5,38,185
rating_overall,gaussian,False,347,Mike Neu,-0.06805749625811217,0.20862135428371537,4,194,29
rating_overall,gaussian,False,351,Ken Niumatalolo,0.058789435954997214,0.2140915577290004,4,36,187
rating_overall,gaussian,False,353,Jay Norvell,-0.10554195438570868,0.2234192280224109,5,215,8
rating_overall,gaussian,False,354,Mike Norvell,0.018290623655412532,0.18788333845942978,5,82,141
rating_overall,gaussian,False,361,Barry Odom,0.09439804205807789,0.22544391658319504,3,21,202
rating_overall,gaussian,False,365,Ed Orgeron,0.002484646195665833,0.22067635424048776,1,102,121
rating_overall,gaussian,False,373,Gary Patterson,-0.06670706395898146,0.22976957467650994,1,190,33
rating_overall,gaussian,False,379,Bobby Petrino,0.02913956970628649,0.22306584694615192,1,68,155
rating_overall,gaussian,False,391,Matt Rhule,-0.017020044592914757,0.21141880342571787,3,128,95
rating_overall,gaussian,False,394,Lincoln Riley,0.017049384375594737,0.19056733005940044,5,84,139
rating_overall,gaussian,False,400,Rich Rodriguez,0.014796838918631703,0.21447828917069997,2,86,137
rating_overall,gaussian,False,402,Nick Rolovich,0.029953946906878918,0.221952259101136,1,65,158
rating_overall,gaussian,False,406,Nick Saban,0.028081956206107976,0.21048920010721528,3,70,153
rating_overall,gaussian,False,407,Tony Sanchez,-0.05912810056201553,0.2250351194742983,2,179,44
rating_overall,gaussian,False,411,Scott Satterfield,0.05986337679280568,0.20130773397889698,5,35,188
rating_overall,gaussian,False,414,Greg Schiano,0.0010378168473996695,0.19870743403723656,5,103,120
rating_overall,gaussian,False,421,David Shaw,-0.08169009608677986,0.23369411501959994,2,203,20
rating_overall,gaussian,False,426,Kalani Sitake,0.0611200856761772,0.21997244636534782,5,34,189
rating_overall,gaussian,False,429,Kirby Smart,0.12856801167828938,0.2339565610020582,5,9,214
rating_overall,gaussian,False,450,Rick Stockstill,-0.020046754486156556,0.2085305816418162,3,134,89
rating_overall,gaussian,False,455,Mark Stoops,0.03305246306476648,0.21036988129878556,5,61,162
rating_overall,gaussian,False,462,Dabo Swinney,-0.002631694908031882,0.19715404260709984,5,111,112
rating_overall,gaussian,False,464,Willie Taggart,-0.06241319047638689,0.21088723472419196,2,184,39
rating_overall,gaussian,False,467,Jeff Tedford,-0.046200206591315844,0.21361615827714728,2,169,54
rating_overall,gaussian,False,491,Matt Wells,0.011137278453575235,0.22699384352696614,1,90,133
rating_overall,gaussian,False,497,Kyle Whittingham,0.1142434001080549,0.22455377786275907,5,11,212
rating_overall,gaussian,False,499,Justin Wilcox,-0.07077918012153714,0.2114356460325354,5,195,28
rating_overall,gaussian,False,520,Mike Bloomgren,-0.05283727073571328,0.21021884823879394,4,175,48
rating_overall,gaussian,False,523,Mario Cristobal,0.16578610664900606,0.26008488483455605,5,2,221
rating_overall,gaussian,False,524,Ryan Day,0.14321333927372218,0.2429861045957797,5,4,219
rating_overall,gaussian,False,525,Dana Dimel,-0.06290082001577996,0.2166168564742755,3,185,38
rating_overall,gaussian,False,526,Sonny Dykes,0.043995106901843765,0.19949524006425312,5,47,176
rating_overall,gaussian,False,529,Josh Heupel,0.13578059193238617,0.24252165580493398,5,7,216
rating_overall,gaussian,False,531,Chip Kelly,0.03775923418203125,0.20624974812772578,3,54,169
rating_overall,gaussian,False,534,Joe Moorhead,-0.06164841357828667,0.21053104622836358,4,182,41
rating_overall,gaussian,False,535,Billy Napier,0.025156358549697187,0.2042763728997527,5,75,148
rating_overall,gaussian,False,541,Tom Arth,-0.045453605586229094,0.22131097533097882,1,168,55
rating_overall,gaussian,False,542,Walt Bell,0.03243264644958743,0.21734886450115978,1,62,161
rating_overall,gaussian,False,544,Shawn Clark,-0.03036953793763292,0.19602340094240625,4,153,70
rating_overall,gaussian,False,545,Manny Diaz,0.0160547261250159,0.20695188385647922,3,85,138
rating_overall,gaussian,False,546,Eli Drinkwitz,0.1358219849623342,0.2407062218140267,5,6,217
rating_overall,gaussian,False,548,Hugh Freeze,0.11128136036963202,0.2216481449610444,5,15,208
rating_overall,gaussian,False,549,Thomas Hammock,-0.0677747831105411,0.20165386802141494,5,191,32
rating_overall,gaussian,False,550,Will Healy,-0.08336212864744837,0.2346796149028919,2,205,18
rating_overall,gaussian,False,551,Tyson Helton,0.012166146570289199,0.19425611969311704,5,88,135
rating_overall,gaussian,False,552,Mike Houston,-0.0025600050018304457,0.19783630874993138,4,110,113
rating_overall,gaussian,False,553,Chris Klieman,0.1066310862597802,0.22360577691930678,5,18,205
rating_overall,gaussian,False,554,Sean Lewis,0.009046512151575429,0.20347067443757313,4,93,130
rating_overall,gaussian,False,555,Chip Lindsey,-0.014055991542109817,0.23052600092197678,1,123,100
rating_overall,gaussian,False,556,Mike Locksley,0.002551420856691349,0.1951729998593689,5,100,123
rating_overall,gaussian,False,557,Scot Loeffler,0.008625644244647828,0.20197596148849087,4,94,129
rating_overall,gaussian,False,559,Jonathan Smith,0.017136419321798,0.19205382106473762,5,83,140
rating_overall,gaussian,False,560,Jake Spavital,-0.03629001096328196,0.21379277461221713,2,162,61
rating_overall,gaussian,False,561,Mel Tucker,0.028448601542854716,0.21492424999691004,2,69,154
rating_overall,gaussian,False,562,Dave Aranda,0.047301860722052405,0.20528062452939475,5,46,177
rating_overall,gaussian,False,563,Marcus Arroyo,-0.0451362483276963,0.2131184176112546,2,167,56
rating_overall,gaussian,False,564,Kalen DeBoer,0.06648025212759263,0.21397276541961832,5,31,192
rating_overall,gaussian,False,565,Karl Dorrell,-0.09478887204567071,0.24717884308470997,1,210,13
rating_overall,gaussian,False,566,Herm Edwards,0.022109720121679742,0.22308330289916023,1,77,146
rating_overall,gaussian,False,567,Danny Gonzales,-0.07760313271655224,0.21989152768713546,3,200,23
rating_overall,gaussian,False,568,Jeff Hafley,-0.035273048313628444,0.21426150272039873,3,161,62
rating_overall,gaussian,False,569,Jimmy Lake,-0.03473584548972688,0.22723340814819107,1,160,63
rating_overall,gaussian,False,570,Sam Pittman,0.014082382616473293,0.2064625839430614,4,87,136
rating_overall,gaussian,False,571,Ricky Rahne,0.05826532402375825,0.20369410499048643,4,37,186
rating_overall,gaussian,False,572,Jeff Scott,-0.013933280056190522,0.22344948235328332,2,122,101
rating_overall,gaussian,False,573,Ryan Silverfield,0.03344335290719673,0.198764980951878,5,59,164
rating_overall,gaussian,False,574,Jeff Traylor,0.02651691862165987,0.2010587367029632,5,72,151
rating_overall,gaussian,False,628,Gerad Parker,-0.02295320489524193,0.2106427339112607,2,139,84
rating_overall,gaussian,False,631,Pete Lembo,-0.022488962679497636,0.2223052492769847,2,136,87
rating_overall,gaussian,False,638,Kevin Wilson,-0.09678431080494455,0.23479173953934931,2,211,12
rating_overall,gaussian,False,728,Bill O'Brien,-0.038196351507493106,0.22295779550914346,2,163,60
rating_overall,gaussian,False,1557,Scotty Walden,-0.03220409818004821,0.2227832133103465,2,155,68
rating_overall,gaussian,False,1581,Steve Sarkisian,0.02627137157349549,0.1940752950799532,5,74,149
rating_overall,gaussian,False,1715,Andy Avalos,-0.026458840986893224,0.20019873867645757,3,147,76
rating_overall,gaussian,False,1716,Maurice Linguist,-0.0033652870978093667,0.20433622291467726,3,113,110
rating_overall,gaussian,False,1717,Charles Huff,0.09256238620599593,0.21104757772458688,5,23,200
rating_overall,gaussian,False,1718,Tim Albin,-0.0006701055430236036,0.1929280612934912,5,107,116
rating_overall,gaussian,False,1719,Shane Beamer,0.021835235701585805,0.1966756974862072,5,78,145
rating_overall,gaussian,False,1720,Will Hall,-0.14394086074697082,0.24444518697498793,4,219,4
rating_overall,gaussian,False,1721,Clark Lea,0.034659704378499585,0.2011667000488858,5,56,167
rating_overall,gaussian,False,1726,Kevin Whitley,-0.08784177491312936,0.24349823933839654,1,209,14
rating_overall,gaussian,False,1727,Michael Desormeaux,-0.085945318121872,0.2159747869327513,4,207,16
rating_overall,gaussian,False,1732,Marcus Freeman,0.11387776473419478,0.2294533006687555,4,13,210
rating_overall,gaussian,False,1733,Kane Wommack,0.07436637632148417,0.219667398415835,3,30,193
rating_overall,gaussian,False,1734,Sonny Cumbie,-0.014367258994265556,0.20916736451878792,4,124,99
rating_overall,gaussian,False,1736,Donte Williams,-0.02280610362067171,0.2155607078639854,1,138,85
rating_overall,gaussian,False,1738,Jake Dickert,0.08649335836096336,0.21775235448417868,4,26,197
rating_overall,gaussian,False,1739,Mike Elko,0.11696027067231783,0.2320143995946757,4,10,213
rating_overall,gaussian,False,1740,Timmy Chang,-0.07242559488473646,0.20873187867913418,4,198,25
rating_overall,gaussian,False,1741,Curt Cignetti,0.26306418746863186,0.3392771068470078,3,1,222
rating_overall,gaussian,False,1742,Don Brown,-0.054378807976935895,0.21603864392821534,3,176,47
rating_overall,gaussian,False,1743,Ken Wilson,-0.14311909916742038,0.2677954848703653,2,218,5
rating_overall,gaussian,False,1744,Brent Venables,0.0905052430362617,0.22495445170627107,4,25,198
rating_overall,gaussian,False,1745,Dan Lanning,0.13519978029378243,0.24494543389068912,4,8,215
rating_overall,gaussian,False,1746,Rhett Lashlee,0.053389687200965714,0.2073413647457077,4,41,182
rating_overall,gaussian,False,1747,Stan Drayton,-0.11661930575489156,0.2331587727462632,3,216,7
rating_overall,gaussian,False,1748,Joey McGuire,0.11088636505342948,0.22600941240188743,4,16,207
rating_overall,gaussian,False,1749,Jon Sumrall,0.08597420014234723,0.2131993537746226,4,27,196
rating_overall,gaussian,False,1750,Bryant Vincent,-0.017868332378538753,0.2081858603512906,3,130,93
rating_overall,gaussian,False,1751,Tony Elliott,-0.0016519826347619253,0.2110429562686945,4,108,115
rating_overall,gaussian,False,1752,Brent Pry,0.036298837107875195,0.2133243252794265,3,55,168
rating_overall,gaussian,False,1753,Shaun Aguano,-0.06792081127589823,0.2266656761028313,1,193,30
rating_overall,gaussian,False,1758,Brent Key,0.04157411765779372,0.1997477816125359,4,50,173
rating_overall,gaussian,False,1761,Zach Arnett,-0.08103452454431818,0.24022464191275733,1,202,21
rating_overall,gaussian,False,1762,Mickey Joseph,-0.05598047624481674,0.22898897050624759,1,178,45
rating_overall,gaussian,False,1763,David Braun,-0.0251375818670676,0.21494410485288523,3,144,79
rating_overall,gaussian,False,1766,Jim Leonhard,0.004904937000201576,0.22695627208036973,1,98,125
rating_overall,gaussian,False,1767,Kenny Dillingham,0.0335979702359926,0.22169262286141295,3,58,165
rating_overall,gaussian,False,1768,Biff Poggi,-0.017270933853062886,0.2214404105224075,2,129,94
rating_overall,gaussian,False,1769,Tim Beck,-0.07145531953638291,0.21753362521592684,3,197,26
rating_overall,gaussian,False,1770,Deion Sanders,0.03423166948234387,0.2163907864103912,3,57,166
rating_overall,gaussian,False,1771,Kenni Burns,-0.17994645052530323,0.28673664268020516,2,221,2
rating_overall,gaussian,False,1772,Harlon Barnett,-0.034358184914983124,0.22321576940111829,1,159,64
rating_overall,gaussian,False,1773,Brian Newberry,0.09058312081318866,0.23262484581742346,2,24,199
rating_overall,gaussian,False,1774,Eric Morris,0.05017313083645612,0.2149554216064694,3,43,180
rating_overall,gaussian,False,1775,Ryan Walters,-0.10065291045625023,0.23331287513722404,2,212,11
rating_overall,gaussian,False,1776,Alex Golesh,0.042363865321509195,0.2148158207282148,3,49,174
rating_overall,gaussian,False,1777,Troy Taylor,-0.10477702457248285,0.24761002831034018,2,214,9
rating_overall,gaussian,False,1778,G.J. Kinne,0.0847975392314445,0.22534276405082604,3,28,195
rating_overall,gaussian,False,1779,Trent Dilfer,-0.06777791006379796,0.21675648890935137,3,192,31
rating_overall,gaussian,False,1780,Lance Taylor,0.020572278336432846,0.2045927263414934,3,80,143
rating_overall,gaussian,False,1781,Spencer Danielson,0.05032157093605497,0.2172827230101403,2,42,181
rating_overall,gaussian,False,1785,K.C. Keeler,0.03989649422238137,0.20836519654416152,2,52,171
rating_overall,gaussian,False,1789,Tim Skipper,-0.010228795830810116,0.21718798094398498,2,119,104
rating_overall,gaussian,False,1790,Bob Chesney,0.11257439644204481,0.24170835931154064,2,14,209
rating_overall,gaussian,False,1791,Sherrone Moore,-0.0028473400526206737,0.20701012956158008,2,112,111
rating_overall,gaussian,False,1792,Jeff Lebby,-0.032723496890621415,0.2160877222132562,2,157,66
rating_overall,gaussian,False,1793,Jeff Choate,0.026454076282953976,0.2157332512999413,2,73,150
rating_overall,gaussian,False,1794,Trent Bray,-0.011829536224620293,0.20471482585358533,2,121,102
rating_overall,gaussian,False,1795,Fran Brown,-0.02618127303770247,0.2115870394822715,2,146,77
rating_overall,gaussian,False,1796,Jay Sawvel,-0.03853915771998975,0.22019030256332064,2,164,59
rating_overall,gaussian,False,1797,Deshaun Foster,-0.07936990057335562,0.25595425824360524,1,201,22
rating_overall,gaussian,False,1799,Blake Harrell,0.06505567707017196,0.2404688779297375,1,32,191
rating_overall,gaussian,False,1800,Dell McGee,-0.06238228907061149,0.22780601440580242,2,183,40
rating_overall,gaussian,False,1808,Nate Dreiling,0.020320933809189208,0.2205489794817318,1,81,142
rating_overall,gaussian,False,1812,Mike Sanford Jr.,-0.10462115764639925,0.2507250836098329,1,213,10
rating_overall,gaussian,False,1813,Dowell Loggains,0.0226764481910968,0.22604888096300463,1,76,147
rating_overall,gaussian,False,1814,Mike Uremovich,-0.052173216272940366,0.22421258670605132,1,174,49
rating_overall,gaussian,False,1815,Eddie George,-0.029263080514870563,0.23431103183386545,1,150,73
rating_overall,gaussian,False,1816,Matt Drinkall,0.0052845765821622846,0.21778120992292774,1,97,126
rating_overall,gaussian,False,1817,Zach Kittley,-0.019000536704877304,0.2200596698667595,1,132,91
rating_overall,gaussian,False,1818,Willie Simmons,0.006793017661860534,0.2187947522180493,1,96,127
rating_overall,gaussian,False,1819,Matt Entz,-0.024989192569456083,0.2292890412799856,1,143,80
rating_overall,gaussian,False,1820,Mark Carney,0.007260078567962064,0.21795795017938227,1,95,128
rating_overall,gaussian,False,1821,Tony Gibson,-0.024479131271984242,0.22270480322993658,1,142,81
rating_overall,gaussian,False,1822,Joe Harasymiak,-0.1587705417225003,0.2843711546227394,1,220,3
rating_overall,gaussian,False,1823,Jason Eck,0.04342765615903763,0.22282731296760744,1,48,175
rating_overall,gaussian,False,1824,Bill Belichick,-0.00734102507238311,0.21643161299629515,1,117,106
rating_overall,gaussian,False,1825,Brian Smith,0.000634285993704584,0.22849951716121686,1,104,119
rating_overall,gaussian,False,1826,Scott Abell,-0.04632224436256077,0.2337262660768119,1,170,53
rating_overall,gaussian,False,1827,Frank Reich,0.010352938828763507,0.20880856917798737,1,92,131
rating_overall,gaussian,False,1828,Tre Lamb,-0.015330788191320027,0.22347173341239224,1,126,97
rating_overall,gaussian,False,1829,Jimmy Rogers,0.038040099844653494,0.21846778705473985,1,53,170
rating_overall,gaussian,False,1831,Charles Kelly,0.0025106667471528833,0.2146359279891388,1,101,122
rating_overall,gaussian,False,1833,Jerry Mack,0.0785968341995274,0.23118566442955563,1,29,194
rating_overall,gaussian,False,1834,Phil Longo,-0.06443195238125565,0.2325506252754123,1,186,37
rating_overall,gaussian,False,1838,Doug Meacham,-0.06481025758892445,0.22959201971736823,1,187,36
rating_overall,gaussian,False,1850,Terry Smith,-0.0293331180167384,0.21142834300915261,1,151,72
rating_overall,student_t,False,1,Steve Addazio,-0.028816113979940623,0.18722165946174318,1,156,67
rating_overall,student_t,False,5,Tom Allen,-0.04873846537179921,0.1860602577731939,3,179,44
rating_overall,student_t,False,10,Blake Anderson,-0.024365194796204716,0.1821296029161424,3,147,76
rating_overall,student_t,False,14,Major Applewhite,-0.005705592268421671,0.18075618978368613,2,113,110
rating_overall,student_t,False,18,Dino Babers,0.02686753270553242,0.18664812913180892,3,62,161
rating_overall,student_t,False,36,Bret Bielema,0.02620848475231386,0.18405677646110505,5,64,159
rating_overall,student_t,False,44,Craig Bohl,-0.02631558378655447,0.18731149852722084,3,153,70
rating_overall,student_t,False,47,Terry Bowden,-0.006539863514493675,0.17846914231123784,3,116,107
rating_overall,student_t,False,50,Brent Brennan,-0.052059782253551116,0.1793483904331791,5,185,38
rating_overall,student_t,False,53,Jeff Brohm,0.09766935746895294,0.19612992558630363,5,12,211
rating_overall,student_t,False,57,Mack Brown,-0.05933150207105693,0.18703379742764834,4,198,25
rating_overall,student_t,False,58,Neal Brown,0.017453320413423342,0.1856220868170166,4,84,139
rating_overall,student_t,False,68,Troy Calhoun,0.10059813265542794,0.2045580322905121,4,10,213
rating_overall,student_t,False,70,Matt Campbell,-0.00989735053544332,0.1722355241887611,5,119,104
rating_overall,student_t,False,71,Jason Candle,0.024406314749648033,0.18294452137227218,5,68,155
rating_overall,student_t,False,72,Rod Carey,-0.027338239118239953,0.19466030996324324,1,155,68
rating_overall,student_t,False,81,Jamey Chadwell,-0.007403076979027419,0.17133428178742244,5,117,106
rating_overall,student_t,False,82,Paul Chryst,0.047461704677135896,0.2007499726844174,1,36,187
rating_overall,student_t,False,84,Bill Clark,-0.004980877619628193,0.19020475638496487,1,111,112
rating_overall,student_t,False,85,Dave Clawson,-0.07088552397423883,0.18935108390524819,4,209,14
rating_overall,student_t,False,90,Geoff Collins,-0.05857382193030041,0.20563497360619132,1,197,26
rating_overall,student_t,False,98,Chris Creighton,-0.06575649399403388,0.17627690799338733,5,206,17
rating_overall,student_t,False,111,David Cutcliffe,-0.04325033905971273,0.19905802551767507,1,174,49
rating_overall,student_t,False,115,Butch Davis,-0.07045860357379248,0.21587763916384303,1,207,16
rating_overall,student_t,False,130,Dave Doeren,0.030694863338863006,0.16881766690278158,5,57,166
rating_overall,student_t,False,151,Shawn Elliott,-0.01902432263717083,0.1851486419734443,3,134,89
rating_overall,student_t,False,162,Kirk Ferentz,-0.00557269029250966,0.17750152897256868,5,112,111
rating_overall,student_t,False,164,Luke Fickell,-0.024911104230724002,0.1736845136363204,5,148,75
rating_overall,student_t,False,165,Jedd Fisch,0.024220151210089285,0.1799553062814411,5,69,154
rating_overall,student_t,False,166,Jimbo Fisher,-0.006309433905742664,0.1813219181702394,3,115,108
rating_overall,student_t,False,167,Pat Fitzgerald,-0.05250485249382742,0.19265498146488647,2,186,37
rating_overall,student_t,False,168,P.J. Fleck,0.023060505179523988,0.17489945850410205,5,74,149
rating_overall,student_t,False,172,James Franklin,0.11370250924713607,0.2155905822955991,4,7,216
rating_overall,student_t,False,174,Willie Fritz,-0.01752127594924069,0.17078407245568705,5,128,95
rating_overall,student_t,False,176,Scott Frost,-0.03001406486935863,0.19620094485710662,2,158,65
rating_overall,student_t,False,178,Justin Fuente,-0.03864830193941608,0.1987538005342307,1,168,55
rating_overall,student_t,False,184,Todd Graham,-0.02004337965835885,0.19093469637418814,1,136,87
rating_overall,student_t,False,190,Mike Gundy,0.007844724155952316,0.1772825173887576,4,93,130
rating_overall,student_t,False,195,Jim Harbaugh,0.12535031687943665,0.226924341827623,3,3,220
rating_overall,student_t,False,202,Bryan Harsin,-0.004976342942805599,0.18931620157480847,2,110,113
rating_overall,student_t,False,210,Clay Helton,0.00857188790753197,0.1720435922244278,4,91,132
rating_overall,student_t,False,212,Tom Herman,-0.03153428452788167,0.18416540782278648,2,160,63
rating_overall,student_t,False,217,Brady Hoke,-0.073476251359854,0.1948935383019528,3,212,11
rating_overall,student_t,False,218,Dana Holgorsen,-0.018705103298479468,0.179906456093424,3,131,92
rating_overall,student_t,False,222,Skip Holtz,-0.05283367362433781,0.19983745056383734,1,187,36
rating_overall,student_t,False,237,Butch Jones,-0.08196495263457423,0.194466062854634,5,217,6
rating_overall,student_t,False,246,Brian Kelly,0.04177824593695471,0.18738991190555548,5,42,181
rating_overall,student_t,False,250,Lane Kiffin,0.08829885221019405,0.1952579479851057,5,16,207
rating_overall,student_t,False,251,Jerry Kill,0.0329565346071576,0.19286958556606418,2,52,171
rating_overall,student_t,False,264,Mike Leach,0.08266138811243649,0.20419175611157173,2,17,206
rating_overall,student_t,False,267,Lance Leipold,0.05029159333858279,0.18241679343422615,5,35,188
rating_overall,student_t,False,268,Tim Lester,0.0018539154045015352,0.1915944553663437,2,103,120
rating_overall,student_t,False,272,Seth Littrell,-0.01948535680990918,0.18486710079373636,2,135,88
rating_overall,student_t,False,280,Mike MacIntyre,-0.03851169788678441,0.18685828568066004,3,167,56
rating_overall,student_t,False,286,Gus Malzahn,0.044160598561370806,0.17506776385105666,4,38,185
rating_overall,student_t,False,290,Chuck Martin,0.004546141342348517,0.17513561321113016,5,100,123
rating_overall,student_t,False,292,Derek Mason,-0.04258951118948921,0.19224091942236027,2,173,50
rating_overall,student_t,False,299,Jim McElwain,-0.020229457461860677,0.17670346605234094,4,137,86
rating_overall,student_t,False,309,Bronco Mendenhall,-0.042059450767364656,0.1864513347126853,3,172,51
rating_overall,student_t,False,323,Jeff Monken,0.07507719724695694,0.1899147686268236,5,21,202
rating_overall,student_t,False,324,Philip Montgomery,-0.0457418709841661,0.18458177005940338,3,175,48
rating_overall,student_t,False,327,Jim Mora,0.0377376751215579,0.17813708455087238,4,45,178
rating_overall,student_t,False,334,Dan Mullen,0.004917218812583146,0.18964977550467507,2,99,124
rating_overall,student_t,False,343,Pat Narduzzi,0.05336802788412321,0.1816407869262119,5,32,191
rating_overall,student_t,False,347,Mike Neu,-0.06461905184164388,0.18393020948457225,4,205,18
rating_overall,student_t,False,351,Ken Niumatalolo,0.042905040118325175,0.18605495181382126,4,40,183
rating_overall,student_t,False,353,Jay Norvell,-0.07882830704332752,0.19134608058041028,5,215,8
rating_overall,student_t,False,354,Mike Norvell,0.03417694400408355,0.1802671475385188,5,50,173
